Data File,Model,EB,CTX,PDT,Success,Error Message,csv_size,bin_size,compressed_size,sz3_size,zstd_size,is_accurate,compression_time_sz3,compression_time_zstd,compression_time_debug,decompression_time,zstd_error_size,df_entropy,df_min,df_max,df_mean,df_variance,error_entropy,error_min,error_max,error_mean,error_variance,mean_absolute_error,mean_squared_error,RRMSE,RMSE,RMAE
smart,0,0.0001,256,2,True,,267583,103676,46303,92776,72227,,0.049469947814941406,0.0320134162902832,232.4309732913971,0,63215,14.643661416482082,0.0008,9.580184,0.80524653,0.47808647,12.254417634710016,-8.3423,8.8261,0.12275048,0.27706045,0.682496,0.7741234,0.6712091,0.45052165,0.5843698
smart,0,0.0001,256,4,True,,267583,103676,46644,92776,72227,,0.05214691162109375,0.034926414489746094,201.3428599834442,0,64032,14.643661416482082,0.0008,9.580184,0.80524653,0.47808647,12.360868589844992,-8.3797,8.8261,0.13618897,0.3419455,0.66905755,0.74158347,0.7456234,0.5559543,0.6133485
smart,0,0.0001,256,8,True,,267583,103676,46967,92776,72227,,0.05214715003967285,0.03834652900695801,179.9342498779297,0,64805,14.643661416482082,0.0008,9.580184,0.80524653,0.47808647,12.47299759843084,-8.0781,8.8261,0.14806071,0.40834093,0.6571858,0.736032,0.8145881,0.6635538,0.6447135
smart,0,0.0001,256,16,True,,267583,103676,47239,92776,72227,,0.06160259246826172,0.03786039352416992,175.32644414901733,0,65215,14.643661416482082,0.0008,9.580184,0.80524653,0.47808647,12.521956468449288,-6.5093,8.8501,0.16539106,0.44067422,0.6398555,0.63448584,0.84958583,0.7217961,0.66153663
smart,0,0.0001,256,32,True,,267583,103676,47196,92776,72227,,0.06773257255554199,0.03011798858642578,167.3510959148407,0,65552,14.643661416482082,0.0008,9.580184,0.80524653,0.47808647,12.550619634850012,-6.8105,8.9051,0.17504506,0.50513184,0.63020146,0.6450315,0.90899473,0.8262715,0.68018496
smart,0,0.0001,256,64,True,,267583,103676,47250,92776,72227,,0.0763859748840332,0.04008936882019043,157.1606044769287,0,65697,14.643661416482082,0.0008,9.580184,0.80524653,0.47808647,12.56346946897196,-6.3523,8.9051,0.20255987,0.4760945,0.60268664,0.53864706,0.8930359,0.7975131,0.6846759
smart,0,0.0001,512,1,True,,267583,103676,46271,92776,72227,,0.07735276222229004,0.04021644592285156,290.91993021965027,0,61713,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.120589281137047,-5.9315,8.7639,0.114875235,0.22191557,0.6893847,0.7795291,0.6028938,0.36348096,0.5530352
smart,0,0.0001,512,2,True,,267583,103676,46626,92776,72227,,0.05257368087768555,0.03580927848815918,227.62821745872498,0,62529,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.221675228975034,-10.3675,8.6921,0.13136461,0.27310106,0.6728953,0.73984414,0.669993,0.44889057,0.58186793
smart,0,0.0001,512,4,True,,267583,103676,46959,92776,72227,,0.07597517967224121,0.0541224479675293,198.528160572052,0,63176,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.319560939635151,-10.3675,8.7683,0.14338446,0.33060175,0.6608755,0.7189249,0.7368118,0.5428917,0.60841405
smart,0,0.0001,512,8,True,,267583,103676,47288,92776,72227,,0.08900761604309082,0.05277824401855469,182.9205846786499,0,63939,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.436616272461396,-8.8937,8.7877,0.15708703,0.38023654,0.6471729,0.69048786,0.79119647,0.6259918,0.6378277
smart,0,0.0001,512,16,True,,267583,103676,47460,92776,72227,,0.0699760913848877,0.03643035888671875,175.46457433700562,0,64442,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.490987280375577,-6.6775,8.9243,0.17667484,0.42652887,0.6275851,0.60323536,0.84122914,0.7076665,0.6573333
smart,0,0.0001,512,32,True,,267583,103676,47604,92776,72227,,0.09470343589782715,0.048233747482299805,166.03805255889893,0,64679,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.523413436103143,-6.7929,8.9243,0.19189113,0.48785484,0.6123688,0.6013808,0.9006366,0.81114626,0.6746811
smart,0,0.0001,512,64,True,,267583,103676,47590,92776,72227,,0.07102108001708984,0.04227447509765625,158.93702054023743,0,64912,14.629159928648058,0.0008,9.580184,0.80425996,0.4809595,12.545815300321715,-6.4585,8.9243,0.23191649,0.44041088,0.5723434,0.44697165,0.8740841,0.764023,0.6789415
