Data File,Model,EB,CTX,PDT,Success,Error Message,csv_size,bin_size,compressed_size,sz3_size,zstd_size,is_accurate,compression_time_sz3,compression_time_zstd,compression_time_debug,decompression_time,zstd_error_size,df_entropy,df_min,df_max,df_mean,df_variance,error_entropy,error_min,error_max,error_mean,error_variance,mean_absolute_error,mean_squared_error,RRMSE,RMSE,RMAE
LOOP_SEATTLE,0,0.1,128,1,True,,1003466,420480,92469,77664,126815,True,0.04760575294494629,0.1727612018585205,1141.1534552574158,1140.7141392230988,99382,16.618427670909476,4.8403187,68.971886,57.83886,41.317104,5.573782460651035,-42.7,36.3,0.116214566,7.3361,57.72264,3371.2,0.046871874,0.0021969725,0.17580988
LOOP_SEATTLE,0,0.1,256,1,True,,1003466,420480,94056,77664,126815,skipped,0.06673574447631836,0.2320868968963623,1235.4678781032562,0,99200,16.61670712471854,4.8403187,68.971886,57.831787,41.325172,5.562808594964237,-46.7,36.5,0.027202852,7.386146,57.804577,3378.7034,0.046996344,0.0022086564,0.17520413
LOOP_SEATTLE,0,0.01,256,1,True,,1003466,420480,146838,145537,188322,skipped,0.08598113059997559,0.14921069145202637,1195.7921979427338,0,166167,16.61670712471854,4.8403187,68.971886,57.831787,41.325172,8.867153686341398,-46.65,34.39,0.029486574,7.398196,57.802296,3378.4082,0.047035072,0.002212298,0.17510532
LOOP_SEATTLE,0,0.001,256,1,True,,1003466,420480,181585,259735,241799,skipped,0.10270524024963379,0.1459052562713623,1194.2645983695984,0,222336,16.61670712471854,4.8403187,68.971886,57.831787,41.325172,12.102443879928353,-46.641,34.457,0.02932934,7.395056,57.80246,3378.4355,0.047025062,0.0022113563,0.17509149
LOOP_SEATTLE,0,0.0001,256,1,True,,1003466,420480,212937,349034,297676,skipped,0.17897534370422363,0.1144261360168457,1279.005533695221,0,295975,16.61670712471854,4.8403187,68.971886,57.831787,41.325172,14.95607621956932,-46.6409,34.4561,0.02939538,7.3940024,57.802387,3378.4282,0.047021724,0.0022110424,0.1750964
LOOP_SEATTLE,0,1e-05,256,1,True,,1003466,420480,297958,349034,348320,skipped,0.13282561302185059,0.09956645965576172,1279.4069521427155,0,369899,16.61670712471854,4.8403187,68.971886,57.831787,41.325172,16.39434303358381,-46.64083,34.45615,0.029324288,7.39395,57.80245,3378.435,0.04702155,0.002211026,0.17509516
oikolab_weather,0,0.1,256,1,False,[Errno 2] No such file or directory: 'bin_data/oikolab_weather.bin',,,,,,,,,,,,,,,,,,,,,,,,,,
oikolab_weather,0,0.01,256,1,False,[Errno 2] No such file or directory: 'bin_data/oikolab_weather.bin',,,,,,,,,,,,,,,,,,,,,,,,,,
oikolab_weather,0,0.001,256,1,False,[Errno 2] No such file or directory: 'bin_data/oikolab_weather.bin',,,,,,,,,,,,,,,,,,,,,,,,,,
oikolab_weather,0,0.0001,256,1,False,[Errno 2] No such file or directory: 'bin_data/oikolab_weather.bin',,,,,,,,,,,,,,,,,,,,,,,,,,
oikolab_weather,0,1e-05,256,1,False,[Errno 2] No such file or directory: 'bin_data/oikolab_weather.bin',,,,,,,,,,,,,,,,,,,,,,,,,,
oikolab_weather,0,1e-06,256,1,False,[Errno 2] No such file or directory: 'bin_data/oikolab_weather.bin',,,,,,,,,,,,,,,,,,,,,,,,,,
elecdemand,0,0.1,256,1,True,,167219,70080,4803,3971,7679,skipped,0.05054593086242676,0.09739995002746582,210.49444031715393,0,4297,14.073278037347155,2.8579457,9.345004,4.623154,0.76734567,1.405186307203881,-0.7,0.5,-0.006024096,0.017030438,4.629178,22.208363,0.028257698,0.0007984975,0.15832955
elecdemand,0,0.01,256,1,True,,167219,70080,12372,11414,24117,skipped,0.04056811332702637,0.022130966186523438,210.97645092010498,0,12252,14.073278037347155,2.8579457,9.345004,4.623154,0.76734567,4.078726634910118,-0.69,0.45,-0.012951807,0.008939201,4.6361065,22.26253,0.020641826,0.00042608497,0.117885694
elecdemand,0,0.001,256,1,True,,167219,70080,21975,33091,38931,skipped,0.027719736099243164,0.016762971878051758,256.44223713874817,0,24071,14.073278037347155,2.8579457,9.345004,4.623154,0.76734567,7.36948120082404,-0.731,0.453,-0.013272706,0.008924212,4.6364274,22.265057,0.020634374,0.00042577737,0.11742321
elecdemand,0,0.0001,256,1,True,,167219,70080,28138,59309,45197,skipped,0.06099343299865723,0.024769306182861328,215.73033952713013,0,35638,14.073278037347155,2.8579457,9.345004,4.623154,0.76734567,10.530008549541046,-0.7313,0.4521,-0.013295841,0.008914924,4.6364503,22.265207,0.020624539,0.0004253716,0.11739489
elecdemand,0,1e-05,256,1,True,,167219,70080,33480,59309,53319,skipped,0.0872642993927002,0.01934194564819336,218.87639689445496,0,51485,14.073278037347155,2.8579457,9.345004,4.623154,0.76734567,13.032576546071482,-0.73125,0.45217,-0.013303089,0.0089195,4.6364574,22.265276,0.020629948,0.00042559477,0.1174044
